Group,Run,Metric,Step,Value
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,0,0.0014000700321048498
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,5,0.6863716840744019
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,10,0.7891513705253601
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,15,0.8298842310905457
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,20,0.8583420515060425
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,25,0.8726315498352051
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,30,0.8771807551383972
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,35,0.8812968730926514
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,40,0.8816526532173157
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,45,0.8883842825889587
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,50,0.8878814578056335
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/test,100,0.8814737796783447
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,0,0.707726776599884
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,5,0.8264277577400208
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,10,0.8689809441566467
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,15,0.8880178928375244
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,20,0.900335967540741
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,25,0.8936170339584351
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,30,0.9081746935844421
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,35,0.9014557600021362
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,40,0.9059350490570068
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,45,0.9104143381118774
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,50,0.9104143381118774
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/test,100,0.9092944860458374
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,0,4.71951150894165
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,1,2.6147301197052
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,2,2.1072583198547363
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,3,1.5763838291168213
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,4,1.236504077911377
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,5,0.9854016304016113
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,6,0.8072237968444824
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,7,0.6874778866767883
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,8,0.5844126343727112
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,9,0.4916590750217438
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,10,0.42743152379989624
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,11,0.3794863522052765
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,12,0.3354251980781555
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,13,0.30514225363731384
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,14,0.2786537706851959
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,15,0.2450118511915207
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,16,0.2243959903717041
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,17,0.20098809897899628
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,18,0.18083001673221588
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,19,0.16027602553367615
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,20,0.14685003459453583
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,21,0.13563700020313263
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,22,0.12997864186763763
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,23,0.14710843563079834
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,24,0.15576475858688354
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,25,0.1266690492630005
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,26,0.09783221781253815
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,27,0.08609618246555328
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,28,0.07597183436155319
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,29,0.06961081922054291
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,30,0.06354157626628876
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,31,0.059159182012081146
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,32,0.05797993764281273
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,33,0.05277502164244652
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,34,0.05722090229392052
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,35,0.06138189882040024
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,36,0.06339520215988159
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,37,0.06063070148229599
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,38,0.05130107328295708
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,39,0.05066385865211487
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,40,0.047181740403175354
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,41,0.04113204404711723
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,42,0.03726306930184364
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,43,0.0315629243850708
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,44,0.02867969684302807
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,45,0.02677830681204796
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,46,0.025201663374900818
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,47,0.023483138531446457
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,48,0.022493477910757065
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,49,0.021150533109903336
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,50,0.020477795973420143
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,51,0.019316550344228745
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,52,0.018219249323010445
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,53,0.017582779750227928
2A,2A_20260530_184312_More_heads+bigger_d_2,loss/train,54,0.017030326649546623
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,0,0.0011757789179682732
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,1,0.19730615615844727
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,2,0.43821579217910767
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,3,0.569473385810852
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,4,0.674977719783783
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,5,0.7263593673706055
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,6,0.7700912356376648
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,7,0.7776158452033997
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,8,0.8135294318199158
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,9,0.823113203048706
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,10,0.8303312063217163
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,11,0.8451366424560547
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,12,0.8482718467712402
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,13,0.8601459860801697
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,14,0.8675691485404968
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,15,0.875
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,16,0.8813559412956238
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,17,0.8834356069564819
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,18,0.888693630695343
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,19,0.8931074738502502
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,20,0.8941999673843384
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,21,0.9058374762535095
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,22,0.9007901549339294
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,23,0.9074941277503967
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,24,0.905066967010498
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,25,0.9169104695320129
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,26,0.9178602695465088
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,27,0.9198830127716064
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,28,0.9209601879119873
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,29,0.9254167675971985
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,30,0.9271717071533203
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,31,0.9243353605270386
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,32,0.9290322661399841
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,33,0.9305189251899719
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,34,0.9308728575706482
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,35,0.9270285964012146
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,36,0.9262726902961731
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,37,0.9318848848342896
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,38,0.9311456084251404
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,39,0.9265437722206116
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,40,0.9335684776306152
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,41,0.9319648146629333
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,42,0.9374081492424011
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,43,0.93458491563797
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,44,0.9367311000823975
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,45,0.93544602394104
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,46,0.936493992805481
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,47,0.9374634623527527
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,48,0.9365682601928711
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,49,0.9379754066467285
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,50,0.9356725215911865
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,51,0.9323572516441345
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,52,0.9370793104171753
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,53,0.9357582926750183
2A,2A_20260530_184312_More_heads+bigger_d_2,slot_f1/dev,54,0.9330605268478394
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,0,0.736947774887085
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,1,0.759036123752594
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,2,0.781124472618103
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,3,0.8353413939476013
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,4,0.8574297428131104
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,5,0.8795180916786194
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,6,0.8995984196662903
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,7,0.9196786880493164
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,8,0.9216867685317993
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,9,0.9317269325256348
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,10,0.9417670965194702
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,11,0.9477911591529846
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,12,0.9477911591529846
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,13,0.9518072009086609
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,14,0.9477911591529846
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,15,0.9538152813911438
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,16,0.9538152813911438
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,17,0.9558233022689819
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,18,0.9578313231468201
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,19,0.9578313231468201
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,20,0.9578313231468201
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,21,0.9558233022689819
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,22,0.9558233022689819
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,23,0.9558233022689819
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,24,0.9558233022689819
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,25,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,26,0.9598393440246582
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,27,0.9658634662628174
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,28,0.9638554453849792
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,29,0.9638554453849792
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,30,0.9618473649024963
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,31,0.9698795080184937
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,32,0.9658634662628174
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,33,0.9638554453849792
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,34,0.9518072009086609
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,35,0.9578313231468201
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,36,0.9618473649024963
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,37,0.9598393440246582
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,38,0.9618473649024963
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,39,0.9638554453849792
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,40,0.9738956093788147
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,41,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,42,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,43,0.9718875288963318
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,44,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,45,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,46,0.9658634662628174
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,47,0.9698795080184937
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,48,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,49,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,50,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,51,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,52,0.9678714871406555
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,53,0.9658634662628174
2A,2A_20260530_184312_More_heads+bigger_d_2,intent_acc/dev,54,0.9678714871406555
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,0,0.0
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,5,0.6881489157676697
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,10,0.7964943051338196
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,15,0.8390260934829712
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,20,0.8434706330299377
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,25,0.8747368454933167
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,30,0.8870145678520203
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,35,0.8858495354652405
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,40,0.8782883286476135
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/test,100,0.8854184746742249
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,0,0.707726776599884
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,5,0.8073908090591431
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,10,0.8779395222663879
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,15,0.8958566784858704
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,20,0.8936170339584351
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,25,0.9238522052764893
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,30,0.9182530641555786
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,35,0.9227323532104492
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,40,0.9171332716941833
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,intent_acc/test,100,0.9193729162216187
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,0,4.557966232299805
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,1,2.5703248977661133
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,2,2.1712119579315186
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,3,1.7510690689086914
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,4,1.3899338245391846
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,5,1.0706465244293213
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,6,0.8029228448867798
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,7,0.6375453472137451
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,8,0.48201772570610046
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,9,0.3867122232913971
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,10,0.34416595101356506
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,11,0.31294405460357666
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,12,0.24716401100158691
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,13,0.20279332995414734
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,14,0.16995631158351898
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,15,0.14849887788295746
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,16,0.14145325124263763
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,17,0.13743805885314941
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,18,0.13505034148693085
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,19,0.12599293887615204
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,20,0.12014839053153992
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,21,0.11144088208675385
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,22,0.08738471567630768
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,23,0.06667438894510269
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,24,0.05290362611413002
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,25,0.045563939958810806
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,26,0.04019521176815033
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,27,0.035345617681741714
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,28,0.03156659007072449
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,29,0.02883620373904705
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,30,0.02555372565984726
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,31,0.02272147499024868
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,32,0.02058238536119461
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,33,0.018646134063601494
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,34,0.01719893328845501
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,35,0.015489386394619942
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,36,0.014436939731240273
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,37,0.013691014610230923
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,38,0.01240620482712984
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,39,0.011261999607086182
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,40,0.010743065737187862
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,41,0.00994062703102827
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,loss/train,42,0.00908264797180891
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,0,0.0
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,1,0.2584303319454193
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,2,0.4066885709762573
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,3,0.5251989364624023
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,4,0.6356359124183655
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,5,0.7387009859085083
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,6,0.784057080745697
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,7,0.8208160996437073
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,8,0.8369887471199036
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,9,0.8417329788208008
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,10,0.8432464003562927
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,11,0.8538529872894287
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,12,0.858989417552948
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,13,0.8781919479370117
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,14,0.8817141056060791
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,15,0.8895382881164551
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,16,0.8907759785652161
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,17,0.8981021642684937
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,18,0.8995913863182068
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,19,0.9035294055938721
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,20,0.8900615572929382
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,21,0.9028304815292358
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,22,0.9178403615951538
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,23,0.9163742661476135
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,24,0.9220398664474487
2A,2A_20260602_170053_Dropout0.05_+_More_layers_2+More_heads+Bigger_d_2,slot_f1/dev,25,0.9245670437812805
