Group,Run,Metric,Step,Value
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,3,52.15121841430664
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,4,50.23939895629883
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,5,49.6878662109375
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,6,50.37520980834961
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,7,48.89870834350586
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,8,48.837120056152344
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,9,48.65188217163086
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/test,0,43.0225830078125
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,0,5.115292072296143
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,1,4.360612392425537
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,2,4.131971836090088
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,3,4.032037734985352
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,4,3.9727158546447754
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,5,3.93513822555542
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,6,3.9092307090759277
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,7,3.889613628387451
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,8,3.873241424560547
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,9,3.8599789142608643
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,10,3.8484082221984863
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,11,3.840373992919922
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,12,3.832996368408203
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,13,3.8278074264526367
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,14,3.8220841884613037
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,15,3.8171534538269043
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,16,3.813023090362549
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,17,3.810720920562744
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,18,3.806497812271118
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),loss/train,19,3.8037407398223877
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,0,96.52230834960938
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,1,70.20918273925781
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,2,62.40801239013672
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,3,59.09303283691406
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,4,56.33565902709961
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,5,55.03752136230469
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,6,55.035972595214844
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,7,53.879642486572266
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,8,53.29072952270508
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,9,53.120697021484375
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,10,52.49179458618164
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,11,52.72793197631836
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,12,51.88364791870117
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,13,51.80802536010742
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,14,51.37004470825195
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,15,51.138099670410156
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,16,51.753395080566406
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,17,50.53342819213867
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,18,50.915138244628906
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/dev,19,50.970096588134766
1A,1A_20260601_202527_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_(decreased_lr),ppl/test,0,44.77153396606445
1A,1A_20260514_174737_Baseline,loss/train,0,4.501175403594971
1A,1A_20260514_174737_Baseline,loss/train,1,4.06333065032959
1A,1A_20260514_174737_Baseline,loss/train,2,3.9866015911102295
1A,1A_20260514_174737_Baseline,loss/train,3,3.956153154373169
1A,1A_20260514_174737_Baseline,loss/train,4,3.939171314239502
1A,1A_20260514_174737_Baseline,loss/train,5,3.9297282695770264
1A,1A_20260514_174737_Baseline,loss/train,6,3.9225354194641113
1A,1A_20260514_174737_Baseline,loss/train,7,3.917820930480957
1A,1A_20260514_174737_Baseline,loss/train,8,3.9146552085876465
1A,1A_20260514_174737_Baseline,loss/train,9,3.9124815464019775
1A,1A_20260514_174737_Baseline,loss/train,10,3.9088687896728516
1A,1A_20260514_174737_Baseline,loss/train,11,3.907402515411377
1A,1A_20260514_174737_Baseline,loss/train,12,3.906320095062256
1A,1A_20260514_174737_Baseline,loss/train,13,3.9048681259155273
1A,1A_20260514_174737_Baseline,loss/train,14,3.9039623737335205
1A,1A_20260514_174737_Baseline,loss/train,15,3.902271032333374
1A,1A_20260514_174737_Baseline,loss/train,16,3.902402877807617
1A,1A_20260514_174737_Baseline,loss/train,17,3.900322437286377
1A,1A_20260514_174737_Baseline,loss/train,18,3.8995625972747803
1A,1A_20260514_174737_Baseline,loss/train,19,3.8989384174346924
1A,1A_20260514_174737_Baseline,ppl/dev,0,68.55803680419922
1A,1A_20260514_174737_Baseline,ppl/dev,1,61.83256530761719
1A,1A_20260514_174737_Baseline,ppl/dev,2,59.51854705810547
1A,1A_20260514_174737_Baseline,ppl/dev,3,58.60255813598633
1A,1A_20260514_174737_Baseline,ppl/dev,4,58.446475982666016
1A,1A_20260514_174737_Baseline,ppl/dev,5,58.5103874206543
1A,1A_20260514_174737_Baseline,ppl/dev,6,57.24666976928711
1A,1A_20260514_174737_Baseline,ppl/dev,7,57.33050537109375
1A,1A_20260514_174737_Baseline,ppl/dev,8,57.932247161865234
1A,1A_20260514_174737_Baseline,ppl/dev,9,57.11680221557617
1A,1A_20260514_174737_Baseline,ppl/dev,10,57.9026985168457
1A,1A_20260514_174737_Baseline,ppl/dev,11,58.03241729736328
1A,1A_20260514_174737_Baseline,ppl/dev,12,57.25753402709961
1A,1A_20260514_174737_Baseline,ppl/dev,13,57.15382385253906
1A,1A_20260514_174737_Baseline,ppl/dev,14,56.954383850097656
1A,1A_20260514_174737_Baseline,ppl/dev,15,57.44776916503906
1A,1A_20260514_174737_Baseline,ppl/dev,16,57.660457611083984
1A,1A_20260514_174737_Baseline,ppl/dev,17,56.67796325683594
1A,1A_20260514_174737_Baseline,ppl/dev,18,57.6781120300293
1A,1A_20260514_174737_Baseline,ppl/dev,19,57.051719665527344
1A,1A_20260514_174737_Baseline,ppl/test,0,49.50535202026367
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,0,4.499727725982666
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,1,3.9292044639587402
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,2,3.785104751586914
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,3,3.7135252952575684
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,4,3.6722042560577393
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,5,3.6469054222106934
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,6,3.6293771266937256
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,7,3.617828607559204
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,8,3.6086597442626953
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),loss/train,9,3.601732015609741
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,0,62.68245315551758
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,1,54.19116973876953
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,2,50.479061126708984
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,3,48.944278717041016
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,4,48.373897552490234
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,5,47.7324104309082
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,6,47.84817123413086
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,7,47.85105895996094
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,8,46.75096130371094
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,9,46.81824493408203
1A,1A_20260524_153302_more_layers_+_bigger_d_model_(decreased_lr),ppl/test,0,41.4526252746582
1A,1A_20260514_185306_Bigger_d_model,loss/train,0,4.500295162200928
1A,1A_20260514_185306_Bigger_d_model,loss/train,1,3.936316728591919
1A,1A_20260514_185306_Bigger_d_model,loss/train,2,3.7988386154174805
1A,1A_20260514_185306_Bigger_d_model,loss/train,3,3.728732109069824
1A,1A_20260514_185306_Bigger_d_model,loss/train,4,3.6898114681243896
1A,1A_20260514_185306_Bigger_d_model,loss/train,5,3.6645731925964355
1A,1A_20260514_185306_Bigger_d_model,loss/train,6,3.649949789047241
1A,1A_20260514_185306_Bigger_d_model,loss/train,7,3.6385412216186523
1A,1A_20260514_185306_Bigger_d_model,loss/train,8,3.629873752593994
1A,1A_20260514_185306_Bigger_d_model,loss/train,9,3.6242518424987793
1A,1A_20260514_185306_Bigger_d_model,loss/train,10,3.6187827587127686
1A,1A_20260514_185306_Bigger_d_model,loss/train,11,3.614393949508667
1A,1A_20260514_185306_Bigger_d_model,loss/train,12,3.610168933868408
1A,1A_20260514_185306_Bigger_d_model,loss/train,13,3.6066086292266846
1A,1A_20260514_185306_Bigger_d_model,loss/train,14,3.603391647338867
1A,1A_20260514_185306_Bigger_d_model,loss/train,15,3.60085391998291
1A,1A_20260514_185306_Bigger_d_model,loss/train,16,3.597036123275757
1A,1A_20260514_185306_Bigger_d_model,loss/train,17,3.5952911376953125
1A,1A_20260514_185306_Bigger_d_model,loss/train,18,3.5935606956481934
1A,1A_20260514_185306_Bigger_d_model,loss/train,19,3.592266321182251
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,0,63.4110221862793
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,1,54.633907318115234
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,2,51.590877532958984
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,3,50.30769348144531
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,4,49.25489044189453
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,5,49.51170349121094
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,6,48.45146179199219
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,7,48.708335876464844
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,8,48.209815979003906
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,9,47.920860290527344
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,10,48.39976119995117
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,11,48.2286491394043
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,12,47.401451110839844
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,13,47.62940216064453
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,14,46.67593765258789
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,15,47.22970962524414
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,16,48.093475341796875
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,17,47.64720153808594
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,18,47.833595275878906
1A,1A_20260514_185306_Bigger_d_model,ppl/dev,19,47.35084915161133
1A,1A_20260514_185306_Bigger_d_model,ppl/test,0,41.51176834106445
