Group,Run,Metric,Step,Value
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,6,3.6218392848968506
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,7,3.608830451965332
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,8,3.6004114151000977
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,9,3.592742681503296
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,0,62.18783187866211
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,1,53.67104721069336
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,2,49.78056716918945
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,3,48.0781135559082
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,4,47.65891647338867
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,5,46.724151611328125
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,6,46.8394660949707
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,7,46.49125289916992
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,8,46.171905517578125
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,9,46.177703857421875
1A,1A_20260601_180535_ff_dropout_0.1_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/test,0,40.96162033081055
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,0,4.530665397644043
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,1,3.974242687225342
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,2,3.8378419876098633
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,3,3.7716338634490967
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,4,3.7326788902282715
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,5,3.7090742588043213
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,6,3.693624258041382
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,7,3.682833671569824
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,8,3.6752161979675293
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,9,3.668515682220459
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,10,3.6631782054901123
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,11,3.659574508666992
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,12,3.6566758155822754
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,13,3.6539254188537598
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,14,3.650744915008545
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,15,3.6475722789764404
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,16,3.6454503536224365
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,17,3.644408702850342
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",loss/train,18,3.6419761180877686
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,0,63.65264892578125
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,1,54.96870040893555
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,2,51.13114929199219
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,3,49.670372009277344
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,4,48.85247039794922
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,5,47.916404724121094
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,6,48.473175048828125
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,7,48.29591369628906
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,8,47.81892013549805
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,9,47.75448226928711
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,10,46.964698791503906
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,11,46.94276809692383
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,12,47.74696731567383
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,13,46.7594108581543
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,14,47.2338981628418
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,15,46.52024459838867
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,16,46.68946075439453
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,17,46.82144546508789
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/dev,18,47.03474426269531
1A,"1A_20260601_151757_emb_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_slightly_higher_lr)",ppl/test,0,41.25370407104492
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,0,4.507394790649414
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,1,3.9345901012420654
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,2,3.79514479637146
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,3,3.7232062816619873
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,4,3.681527614593506
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,5,3.656998872756958
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,6,3.641052007675171
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,7,3.629664897918701
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,8,3.620877504348755
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,0,62.79844284057617
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,1,54.022151947021484
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,2,50.22822570800781
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,3,48.87784194946289
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,4,47.88440704345703
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,5,47.63720703125
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,6,47.65440368652344
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,7,47.60667419433594
1A,1A_20260601_172526_attn_dropout_0.05_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,8,46.5601806640625
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,0,5.0436811447143555
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,1,4.167870998382568
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,2,3.956364870071411
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,3,3.8494207859039307
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,4,3.785571336746216
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,5,3.737502098083496
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,6,3.7046146392822266
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,7,3.681255340576172
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,8,3.6623449325561523
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,9,3.647866725921631
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,10,3.6357197761535645
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,11,3.6258184909820557
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,12,3.616368532180786
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,13,3.607905149459839
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),loss/train,14,3.600419521331787
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,0,80.41853332519531
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,1,59.880130767822266
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,2,53.37464904785156
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,3,50.36452102661133
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,4,48.62682342529297
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,5,48.530635833740234
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,6,46.377708435058594
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,7,45.33306121826172
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,8,45.4018669128418
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,9,44.801700592041016
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,10,44.53104019165039
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,11,43.474334716796875
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,12,44.20371627807617
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,13,43.5226936340332
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/dev,14,43.9478645324707
1A,1A_20260601_213348_wt_+_ff_dropout_0.1_+_more_heads_+_moreke_layers_+_bigger_d_model_2_(decreased_lr),ppl/test,0,38.80852508544922
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,0,4.503923416137695
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,1,3.9207966327667236
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,2,3.775085210800171
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,3,3.7028613090515137
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,4,3.659963369369507
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,5,3.634614944458008
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,6,3.6166515350341797
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,7,3.6046929359436035
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,8,3.5944886207580566
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,9,3.5877225399017334
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,0,62.367733001708984
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,1,53.836997985839844
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,2,49.83515930175781
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,3,48.553226470947266
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,4,47.794219970703125
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,5,47.612247467041016
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,6,46.9610595703125
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,7,46.8880729675293
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,8,46.179378509521484
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,9,46.209503173828125
1A,1A_20260524_160726_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/test,0,40.7697868347168
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,0,4.927739143371582
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,1,4.187718391418457
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,2,4.023553848266602
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,3,3.9548521041870117
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,4,3.9191744327545166
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,5,3.898608446121216
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,6,3.882779836654663
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,7,3.8721060752868652
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,8,3.8625497817993164
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",loss/train,9,3.8553104400634766
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,0,79.58926391601562
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,1,64.97698974609375
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,2,59.357704162597656
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,3,57.581356048583984
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,4,56.37129211425781
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,5,56.10000228881836
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,6,54.75032424926758
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,7,55.09150695800781
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,8,54.445919036865234
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/dev,9,54.584327697753906
1A,"1A_20260528_172835_weight_tying_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr,_higher_lr)",ppl/test,0,48.0958251953125
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,0,4.615746974945068
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,1,4.080939769744873
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,2,3.952826976776123
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,3,3.8905258178710938
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,4,3.8546488285064697
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,5,3.8316242694854736
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,6,3.817133903503418
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,7,3.8061087131500244
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,8,3.7979896068573
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),loss/train,9,3.790408134460449
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,0,66.50017547607422
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,1,57.77472686767578
1A,1A_20260528_131340_emb_dropout_0.2_+_more_heads_+_more_layers_+_bigger_d_model_(decreased_lr),ppl/dev,2,53.038944244384766
